Date,BIP,PV,SV,EX,IM,AI,AUI,BAI,SAI,BWS,LFW,BAU,FV,PGOB,VG,HVG,SDL,IK,GW,UDL,OEG,CAPA,WHOUR,lend1,lend2,lend3,lend4,lend5,lend6,lend7,lend8,lend9,lend10
Q1 2016,851.69,445.63006,171.70853,339.29167,278.77815,174.37,56.62,88.32,29.62,767.37,6.27,38.37,31.66,185.72294,168.36,123.77,28.72,32.56,83.58,86.66,150.65,84.4,354.8,342525,1227.231,1328598,133344,62221,126559,194835,34380,2458524,1235203
Q2 2016,854.449,444.66824,173.20815,342.87242,277.29049,172.57,55.53,87.22,29.99,770.62,6.44,38.29,30.69,185.27317,167.8,123.7,29.04,33.43,84.49,87.81,152.06,84.1,334.3,345849,1235.109,1332029,131528,62734,125374,198392,34562,2473642,1248037
Q3 2016,857.037,446.72306,173.70803,342.19682,278.86567,174.39,56.37,87.92,30.26,771.79,6.33,38.17,30.8,186.28067,168.54,124.05,28.86,33.46,83.96,88.36,152.06,84.6,355.6,350470,1248.156,1341052,130278,63206,126909,201352,34822,2497221,1264481
Q4 2016,860.486,451.00755,175.16923,343.24402,284.96221,175.24,56.28,88.67,30.49,775.04,6.47,37.86,31.44,186.51456,168.81,125.55,28.97,33.53,83.73,88.78,152.65,85.5,351.1,354059,1259.741,1347491,125126,62211,128196,204707,36328,2511978,1276582
Q1 2017,870.792,451.58671,174.73178,351.20754,285.89566,175.95,57.21,87.97,30.86,784.07,6.55,38.5,31.87,189.36633,171.03,128.27,28.81,34.54,84,89.46,153.06,85.4,358.7,356637,1267.038,1364355,129426,66900,131457,206223,38765,2533783,1283244
Q2 2017,878.381,454.9969,175.65467,357.18654,293.24653,180.15,59.09,90.07,31.08,791.74,6.58,39.05,32.59,192.47896,173.72,129.42,28.95,34.52,83.55,89.95,155.03,86,328.2,360866,1280.099,1377841,131466,65740,130832,209758,39615,2559681,1297771
Q3 2017,884.504,454.55968,176.19301,360.80097,293.50903,181.42,59.86,90.16,31.42,799.56,6.7,38.99,32.74,196.74307,178.06,130.5,28.84,35.07,83.9,91.3,154.84,87,353.2,366501,1296.73,1392692,131752,67122,133303,211243,41142,2589491,1315658
Q4 2017,892.956,459.7187,178.23104,363.46958,297.88455,182.37,60.13,90.32,31.93,806.22,6.82,39.42,31.83,198.95609,180.18,132.01,29.11,35.42,84.34,92.52,806.22,87.9,348.2,368520,1304.31,1403094,131286,67308,133333,214885,42293,2610127,1326573
Q1 2018,888.622,459.56562,176.99571,368.95035,302.58093,183.19,61.59,89.64,31.88,803.09,5.73,39.15,30.85,196.95896,178.54,132.09,28.69,37.09,83.81,94.27,803.09,88,352.2,373400,1317.571,1429472,135983,69386,137475,217222,44096,2644424,1338197
Q2 2018,895.09,460.61485,178.0916,369.55842,304.03944,185.86,61.79,91.71,32.35,807.27,5.77,39.76,29.81,197.28281,178.92,133.04,29.22,37.55,83.53,95.23,807.27,87.5,329.4,380075,1333.791,1445471,139180,71881,136498,221821,47259,2672198,1357497
Q3 2018,888.622,460.17768,177.84166,365.97769,311.04024,187.90,62.27,92.88,32.76,802.31,5.72,39.93,29.52,195.60956,177.03,132.55,28.68,37.42,83.13,94.97,802.31,87.7,351,389572,1349.469,1476908,140487,73001,138831,231032,48158,2708491,1377674
Q4 2018,894.228,466.25453,179.16826,366.34925,313.05296,189.56,62.62,93.84,33.11,807.5,5.89,40.57,30.2,194.51204,176.42,133.78,29.38,38.29,83.65,95.32,807.5,87.3,348.1,392702,1382.188,1483581,139303,71931,138722,236973,47280,2727031,1391210
Q1 2019,899.23,467.00876,181.40325,377.62329,317.93894,190.20,64.22,92.47,33.45,810.7,6.21,38.71,30.89,196.887,177.33,136.02,29.02,38.67,83.65,93.06,810.7,86.2,353.6,398394,1437.287,1513458,144424,74016,141049,242882,48702,2765718,1404905
Q2 2019,899.833,467.92684,181.90314,371.84693,314.9051,190.99,64.48,92.55,33.88,810.16,6.28,38.22,31.2,195.15977,176.05,135.43,29.7,38.82,83.29,93.16,810.16,85.1,323.3,405183,1469.646,1539725,150303,76156,140497,247353,51589,2809526,1427776
Q3 2019,902.248,470.37514,184.78713,375.93426,319.54336,190.79,63.30,93.15,34.28,812.32,6.34,38.64,31.53,193.84635,175.08,136.69,29.44,39.12,83.5,94.51,812.32,83.9,352.1,411586,1487.237,1551724,150131,77386,139861,252931,50900,2839566,1450388
Q4 2019,901.903,472.77968,184.82558,373.60348,321.61454,190.25,61.75,93.87,34.62,811.01,6.36,38.48,31.75,192.22706,173.27,136.76,30.03,39.25,83.07,94,811.01,82.9,343.1,416097,1512.093,1560544,146600,77098,141605,264490,51148,2864845,1470358
Q1 2020,882.046,451.17111,188.31989,364.51675,316.08665,185.90,57.37,97.04,31.50,798.15,6.2,39.37,31.56,188.05763,168.66,129.1,26.45,39.31,83.9,93.07,798.15,83.2,345.3,421905,1533.155,1598862,155794,79385,143509,273222,54229,2915875,1488574
Q2 2020,803.569,402.73142,188.20454,287.90438,260.1385,176.14,49.45,94.84,31.86,721.37,6.26,37.74,31.3,157.45238,139.36,113.77,22.57,36.89,81.34,84.54,721.37,70,300.4,423161,1558.54,1613460,164522,80806,138133,277756,55905,2949028,1510569
Q3 2020,873.508,449.11636,196.66404,338.77659,287.93756,182.92,56.71,93.96,32.23,783.5,6.36,37.41,32.69,181.05855,161.54,128.19,25.5,38.57,84,88.14,783.5,74.9,331.3,434586,1580.139,1616750,157202,82185,135870,281676,55075,2968645,1537334
Q4 2020,883.426,443.12699,195.85654,354.07882,298.43877,188.59,58.22,97.75,32.61,789,6.33,40.46,32.7,189.44305,169.9,125.87,23.7,39.36,84.01,89.94,789,81,336.4,443308,1601.831,1623407,146660,82661,135799,286627,53779,2993027,1565603
Q1 2021,873.595,425.57333,194.83754,365.4288,308.79415,183.88,57.56,92.68,33.63,784.28,7.08,36.57,33.47,188.38575,173.83,120.17,24.09,40.16,83.35,93.34,784.28,82.2,341.4,451187,1618.942,1657238,149197,84565,139133,293699,59228,3038422,1587902
Q2 2021,895.845,437.46528,200.54771,367.79339,310.8069,187.85,58.65,95.08,34.12,801.01,7.15,38.06,35.33,188.79958,173.67,123.88,24.4,41.92,85.04,97.42,801.01,85.4,321.6,461432,1634.554,1654295,142457,85685,135470,296909,58240,3056782,1619529
Q3 2021,896.19,458.8445,200.33622,364.28029,313.08215,181.63,55.82,91.29,34.50,810.39,7.23,37.48,35.8,186.42451,171.21,129.09,25.86,42,85.99,98.76,810.39,86.5,338,467940,1653.081,1666920,143865,87672,136697,304022,57484,3093749,1648877
Q4 2021,901.709,463.7849,199.54795,379.61627,332.88862,183.51,56.86,91.76,34.89,812.09,7.18,37.08,33.65,190.90476,175.62,130.21,24.84,43.31,86.69,98.36,812.09,85.4,340.9,477185,1591.388,1701525,146104,98036,140408,308639,63782,3147522,1678184
Q1 2022,903.348,470.15655,200.79281,377.64866,330.81753,185.15,58.08,92.55,34.56,816.14,7.24,34.72,32.96,185.39455,173.72,133.05,28.97,41.77,86.52,100.85,816.14,86,346.7,485071,1613.738,1742357,150886,101297,145254,315555,66200,3204036,1700953
Q2 2022,903.175,469.93796,201.06196,378.18914,337.23496,183.82,59.51,89.40,35.11,813.35,7.34,33.47,31.74,185.88034,173.96,132.25,28.93,41.85,86.75,99.52,813.35,84.9,317.7,494516,1636.37,1784762,160236,104449,153414,322751,68040,3268668,1731366
Q3 2022,908.522,476.10234,197.21683,383.93155,343.38983,184.51,61.44,87.95,35.42,820.17,7.42,32.57,31.33,187.48168,175.71,133.32,29.39,42.46,86.99,100.36,820.17,85.1,341.2,503066,1659.421,1845304,163573,107304,163259,329097,71172,3351017,1758267
Q4 2022,903.865,469.58819,197.23605,384.64092,344.46913,183.01,60.68,86.96,35.68,816.76,7.39,31.83,32.04,187.58963,176.42,132.24,28.73,42.28,86.88,100.19,816.76,84.9,334.6,509137,1676.543,1852238,159979,108770,155089,333998,79851,3365303,1773856
Q1 2023,905.18,467.93771,197.54365,385.2575,340.96871,184.08,60.07,88.13,36.27,820.77,7.33,33.69,31.81,188.15631,178.44,130.71,29.7,43.65,87.55,99.98,820.77,84.6,346.1,512871,1687.288,1872406,162773,110889,157471,336293,78626,3385937,1778989
Q2 2023,903.8,471.61025,197.17838,383.7036,342.57307,183.64,59.95,87.52,36.64,819.45,7.38,33.49,31.82,186.98688,178.26,130.5,29.51,43.44,87.52,100.43,819.45,84.2,317,517741,1701.383,1879403,162632,112530,159172,340380,78077,3397019,1787637
Q3 2023,905.525,471.43534,199.54313,380.93367,337.90588,183.01,60.25,86.37,36.99,819.76,7.41,33.2,31.78,184.3241,176.4,131.35,29.82,43.57,87.98,100.91,819.76,82.9,340,522291,1735.684,1878221,160044,113314,159489,343991,76297,3401637,1797123
Q4 2023,902.162,471.30416,200.92738,377.52191,331.02173,180.49,58.98,84.70,37.49,824.18,7.45,32.51,31.98,185.94335,176.42,132.44,29.44,44.13,88.75,101.89,824.18,81.9,332.3,525695,1740.49,1872766,154565,113250,160172,346803,75769,3395656,1801674
Q1 2024,904.296,471.82883,200.31215,382.9267,334.49297,180.82,58.21,85.30,38.03,823.17,7.33,33.1,32.12,183.53247,174.66,131.82,30.09,44.98,89.13,101.16,823.17,81.3,340.7,527167,1753.49,1879157,155297,113547,159357,348394,78159,3401229,1802834
Q2 2024,901.623,469.3805,203.59975,383.83873,338.51844,177.04,56.21,83.39,38.24,818.91,7.36,31.98,31.87,181.78729,173.31,130.8,30,44.81,89.13,101.44,818.91,80.2,316,529574,1762.535,1883978,155692,114089,159008,351727,77111,3408368,1808419
Q3 2024,902.571,470.73582,204.48412,376.64368,339.04349,176.84,56.11,83.10,38.47,817.28,7.42,31.6,31.56,179.30444,170.84,130.92,30.19,44.64,88.98,101.11,817.28,77.4,340.7,531776,1767.663,1888712,153845,114334,154411,353636,78511,3420641,1816352
Q4 2024,900.761,,,,,,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,
Q1 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
